name_of_investigator,created_at,updated_at,updated_by,date,overall_photos_front,overall_photos_back,overall_photos_left,overall_photos_right,detailed_photos_front,detailed_photos_back,detailed_photos_left,detailed_photos_right,elevations_assessed_front_o,elevations_assessed_back_o,elevations_assessed_left_o,elevations_assessed_right_o,latitude,longitude,geometry,address_suite,address_locality,address_postal_code,address_country,complete address,building_name,located_in_historic_district,occupancy_o,occupany_u,number_stories,year_built_o,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,understory_pct_of_building_footprint,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,,,wall_thickness,roof_shape_o,roof_shape_u,roof_slope_o,roof_slope_u,construction_type_o,construction_type_u,construction_type_u_unc,mwfrs_o,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_o,structural_wall_system_u,foundation_type_o,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_o,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_o,wall_substrate_u,wall_substrate_u_unc,wall_cladding_o,wall_cladding_u,wall_cladding_u_unc,soffit_type_o,soffit_type_u,soffit_present_u,wall_fenesteration_protection_front,wall_fenesteration_protection_front_unc,wall_fenesteration_protection_back,wall_fenesteration_protection_back_unc,wall_fenesteration_protection_right,wall_fenesteration_protection_right_unc,wall_fenesteration_protection_left,wall_fenesteration_protection_left_unc,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,fenestration_protection_type_unc,fenesteration_ratio_o,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,large_door_opening_type_,opening_type,roof_system_o,roof_system_u,roof_system_u_unc,r2wall_attachment_o,r2wall_attachment_u,r2wall_attachment_type_unc,roof_substrate_type_o,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_o,roof_cover_u,roof_cover_u_unc,overhang_length_o,overhang_length_u,parapet_height_m,secondary_water_barrier_o,secondary_water_barrier_u,retrofit_type_1_o,retrofit_type_1_u,retrofit_type_2_o,reotrofit_2_u,retrofit_year_o,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,foundation_damage_cause_o,foundation_damage_cause_u,oop_failure_n,oop_failure_s,oop_failure_e,oop_failure_w,ip_failure_n,ip_failure_s,ip_failure_e,ip_failure_w,shortest_dist_from_tornado,status_u,risk_category_16,building_low_rise,building_open,building_enclosed,building_regular_shape,,exposure_category,building_natural_frequency,building_rigid,,about_structure,about_damages,about_openings,rest
Muhammad Rakeh Saleem,2021-12-15 15:18:40 UTC,2021-12-15 15:29:25 UTC,rakeh@psu.edu,12/15/21,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,36.73761138,-88.64240997,POINT (-88.64240996539593 36.73761137578849),,Mayfield,42066,US,423 South 11th Street Mayfield Graves County Kentucky 42066 united States,,no,,residental,1,,1990,119,isolated,recessed,3.5,0,3.5,w,10.37,11.67,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,1,,wood_frame,Slab-on-grade,masonry_stem_wall,3,Anchor bolts with missing nuts and washers,anchor_bolts,3,"""Wood, sheathing (continuous)""",wooden_sheathing_cont,3,Plywood Siding,vinyl_panel,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_un,2,,un,1,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,49.59631144,moderate,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 15:33:05 UTC,2021-12-15 16:17:25 UTC,rakeh@psu.edu,12/15/21,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,36.73822612,-88.64219673,POINT (-88.64219672977923 36.738226123791705),,Mayfield,42066,US,403 South 11th Street Mayfield Graves County Kentucky 42066 united States,,no,,residental,1,,1990,120,isolated,recessed,3.5,0,3.5,e,13.35,7.21,,,0.2,,hip,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,1,,wood_frame,unreinforced masonry stem wall,masonry_un,3,,un,1,,wooden_planks,3,,wood_plank,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_rafters,1,,un,1,,dimensional_lumber,3,,asphalt,3,,un,0,,,,,,,,,no,NA,3,,NA,no,yes,yes,yes,no,no,no,no,48.91128361,severe,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 15:53:26 UTC,2021-12-15 15:57:06 UTC,rakeh@psu.edu,12/15/21,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,36.73796335,-88.64171728,POINT (-88.64171728491785 36.737963351864806),,Mayfield,42066,US,410 South 11th Street Mayfield Graves County Kentucky 42066 united States,,no,,residental,1,,1990,114,isolated,recessed,3.5,0,3.5,w,10.34,10.94,,,0.2,,gable,,45,,wooden_light_frame,2,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,un,3,,wood_frame,Slab-on-grade,concrete_stem_wall,2,Concrete nails,un,1,,wooden_planks,2,,wood_plank,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,plywood,3,,asphalt,3,,0.15,0,,,,,,,,,yes,vinyl,3,,NA,no,no,no,no,no,no,yes,yes,48.96372344,moderate,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 16:49:58 UTC,2021-12-15 16:56:19 UTC,rakeh@psu.edu,12/15/21,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,36.7382229,-88.64121269,POINT (-88.64121269434692 36.73822289960175),,Mayfield,42066,US,405 South 10th Street Mayfield Graves County Kentucky 42066 united States,,no,,residental,1,,1990,127,isolated,recessed,3.5,0,3.5,e,9.15,13.81,,,0.2,,gable,,30,,wooden_light_frame,3,,un,un,no,1,un,3,,wood_frame,,masonry_stem_wall,3,,concrete_nails,2,,un,1,,vinyl_panel,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_un,2,,un,1,,plywood,2,,asphalt,3,,0.75,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,48.98436992,minor,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 17:00:14 UTC,2021-12-15 17:05:07 UTC,rakeh@psu.edu,12/15/21,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,36.73860362,-88.64039764,POINT (-88.6403976380825 36.7386036217647),,Mayfield,42066,US,"339 W Walnut St, Mayfield, KY 42066",,no,,residental,1,,1990,239,isolated,recessed,3.5,0,3.5,s,17.84,14.77,,,0.2,,gable,,30,,masonry_un,2,,un,un,no,2,double_leaf,3,,solid_brick_wythe,unreinforced masonry stem wall,un,3,,concrete_nails,1,,foam_board,3,,stucco_ot,3,,un,yes,no,2,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,un,1,,asphalt,3,,0.6,0,,,,,,,,,no,NA,1,,NA,no,yes,yes,yes,no,no,no,no,49.03779602,destroyed,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 17:06:06 UTC,2021-12-15 17:09:31 UTC,rakeh@psu.edu,12/15/21,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,36.73856601,-88.63963086,POINT (-88.63963086158037 36.7385660063916),,Mayfield,42066,US,"321 W Walnut St, Mayfield, KY 42066",,no,,residental,1,,1990,187,isolated,recessed,3.5,0,3.5,s,9.32,17.03,,,0.2,,hip,,30,,wooden_light_frame,2,,un,un,no,1,un,2,,wood_frame,unreinforced masonry stem wall,masonry_piers,2,Anchor bolts with missing nuts and washers,anchor_bolts,2,,un,1,,vinyl_panel,3,,vinyl,yes,yes,3,yes,3,yes,3,yes,3,hurricane_shutter,hurricane_shutter,hurricane_shutter,hurricane_shutter,3,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,plywood,3,,asphalt,3,,0.6,0,,,,,,,,,no,NA,3,,erosion,no,no,yes,no,no,no,no,no,49.12181753,minor,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 17:12:28 UTC,2022-03-21 22:19:29 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,36.73857729,-88.63895997,POINT (-88.6389599740505 36.7385772910055),,Mayfield,42066,US,329 S Ninth St Mayfield Graves County KY 42066 US,,no,,business,2,,1990,180,isolated,recessed,6,0,3,s,9.63,12.45,,,0.21,,hip,,30,,wood_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,2,single_leaf,3,,wood_frame,Slab-on-grade,masonry_un,2,,un,1,,wooden_planks,3,,brick_veneer,3,,wood,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_un,2,,un,1,,dimensional_lumber,2,,asphalt,3,,0.75,0,,,,,,,,,yes,reinforced_masonry,2,,NA,no,yes,yes,no,no,no,no,no,49.17749858,severe,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 17:18:45 UTC,2021-12-15 17:23:14 UTC,rakeh@psu.edu,12/15/21,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,36.73914206,-88.63892712,POINT (-88.63892711699009 36.73914205694218),,Mayfield,42066,US,"315 S 9th St, Mayfield, KY 42066",,no,,business,1,,1990,317,isolated,recessed,4.5,0,4.5,e,18.46,17.43,,,0.21,,flat,,0,,concrete_un,1,,un,un,no,1,single_leaf,2,,concrete_masonry_block,Slab-on-grade,un,3,,un,1,,un,1,,brick_veneer,3,,NA,no,yes,3,no,3,no,3,no,3,plywood,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,un,1,,un,1,,0,0.4,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,yes,no,49.22884721,moderate,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 17:23:26 UTC,2021-12-15 17:25:55 UTC,rakeh@psu.edu,12/15/21,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,36.73948758,-88.63913801,POINT (-88.63913800567389 36.739487577726265),,Mayfield,42066,US,"302 W Water St, Mayfield, KY 42066",,no,,assembly,1,,1990,473,isolated,recessed,5,0,5,n,30.53,20.05,,,0.2,,gable,,15,,steel_light_frame,2,,un,un,no,1,NA,3,,steel_cold_formed,,concrete_stem_wall,2,,anchor_bolts,2,,un,1,,steel_corrugated_panel,3,,metal,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,irregular,,un,1,,un,1,,metal_deck,2,,corrugated_metal,3,,0.05,0,,,,,,,,,no,NA,1,,NA,no,no,no,no,no,no,no,no,49.264643,minor,3,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 17:30:40 UTC,2021-12-15 17:34:01 UTC,rakeh@psu.edu,12/15/21,yes,no,no,yes,yes,no,no,no,no,no,no,no,36.73943008,-88.63733925,POINT (-88.63733924925327 36.73943008059634),,Mayfield,42066,US,"307 S 8th St, Mayfield, KY 42066",,no,,business,2,,1990,932,isolated,recessed,5.5,0,2.75,n,32.03,29.78,,,0.22,,flat,,0,,un,1,,un,un,no,1,single_leaf,1,,un,Reinforced masonry stem wall,un,3,,un,1,,un,1,,brick_veneer,3,,NA,no,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,yes,no,no,no,yes,no,no,rollup,irregular,,un,1,,un,1,,un,1,,un,1,,0,0.4,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,49.26913531,undamaged,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 17:44:46 UTC,2021-12-15 17:49:43 UTC,rakeh@psu.edu,12/15/21,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,36.74138738,-88.63720514,POINT (-88.63720513880251 36.74138737689402),,Mayfield,42066,US,202 W Broadway Mayfield Graves County Kentucky 42066 united States,Midstate Glass,yes,,business,2,,1920,405,row_end,right_on_street,5,0,2.5,n,10.86,42.11,,,0.2,,flat,,0,,steel_frame_masonry_shear_wall,2,,wall_diaphragm_steel,roof_diaphragm_steel,yes,3,single_leaf,3,,concrete_masonry_block,,concrete_un,2,,un,1,,metal_panes,2,,brick_veneer,3,,un,yes,no,2,no,2,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,steel,3,,welded_connection,2,,metal_deck,2,,corrugated_metal,3,,un,0.2,,,,,,,,,no,NA,3,,erosion,yes,no,yes,no,no,no,no,no,49.40157251,destroyed,2,yes,,,,,,,,,,,,
Muhammad Rakeh Saleem,2021-12-15 17:49:49 UTC,2021-12-15 17:52:38 UTC,rakeh@psu.edu,12/15/21,yes,no,no,no,no,no,no,no,no,no,no,no,36.74180274,-88.63834139,POINT (-88.63834138959646 36.741802741795325),,Mayfield,42066,US,225 W Broadway Mayfield Graves County Kentucky 42066 united States,US Post Office,yes,,business,1,,1910,795,isolated,right_on_street,5,0,2.5,s,31.09,38,,,0.2,,flat,,0,,steel_frame_masonry_shear_wall,2,,wall_diaphragm_concrete,roof_diaphragm_steel,no,3,double_leaf,3,,concrete_masonry_block,,masonry_un,2,,un,1,,sheathing_insulate,1,,brick_veneer,3,,metal,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,NA,regular,,un,1,,un,1,,metal_deck,3,,corrugated_metal,3,,0.1,0.8,,,,,,,,,yes,reinforced_masonry,1,,NA,no,no,yes,no,no,no,no,no,49.52739681,moderate,2,yes,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 21:28:52 UTC,2022-03-23 19:45:20 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,36.74225518,-88.63600284,POINT (-88.6360028386116 36.7422551806954),,Mayfield,42066,US,119 N Seventh St Mayfield Graves County KY 42066 US,,no,,business,2,,1990,663,isolated,right_on_street,5,0,2.5,s,17.97,30.01,,,0.23,,flat,,0,,concrete_shear_wall,2,,wall_diaphragm_concrete,un,no,2,double_leaf,2,,concrete_masonry_block,,concrete_un,2,,un,1,,wooden_sheathing_cont,2,,stucco_ot,3,,NA,no,yes,3,no,2,no,1,no,2,plywood,NA,NA,NA,2,,no,no,no,no,no,no,no,no,NA,regular,,concrete_slab,2,,un,1,,un,1,,corrugated_metal,2,,0,0.1,,,,,,,,,yes,reinforced_masonry,2,,NA,yes,no,no,yes,no,no,yes,no,49.46645202,moderate,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-15 20:56:18 UTC,2021-12-15 21:11:16 UTC,jon0003@auburn.edu,12/15/21,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,37.07722186,-87.9047351,POINT (-87.90473509579897 37.07722185514575),,Princeton,42445,US,"106 Meadowbrook Dr, Princeton, KY 42445",,no,,residental,1,,1990,285,isolated,recessed,3.5,0,3.5,e,27.51,16.86,,,0.2,,hip,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,unreinforced masonry stem wall,masonry_stem_wall,3,,un,1,,un,1,,brick_veneer,3,,un,no,no,1,no,2,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,wooden_un,3,,un,1,,un,1,,un,1,,un,0,,,,,,,,,no,NA,3,,NA,no,yes,yes,yes,no,no,no,yes,65.90892764,destroyed,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-15 20:44:35 UTC,2021-12-15 21:13:47 UTC,jon0003@auburn.edu,12/15/21,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,37.07771163,-87.90519644,POINT (-87.90519643574953 37.077711630008025),,Princeton,42445,US,"102 Meadowbrook Dr, Princeton, KY 42445",,no,,residental,1,,1990,160,isolated,recessed,3.5,0,3.5,e,17.27,9.37,,,0.2,,hip,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,double_leaf,2,,wood_frame,,concrete_un,3,,un,1,,wooden_sheathing_cont,2,,brick_veneer,3,,wood,yes,no,3,no,2,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,wooden_un,3,,un,1,,plywood,2,,un,1,,0.15,0,,,,,,,,,no,NA,3,,NA,yes,no,yes,no,no,no,no,no,65.95385281,severe,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-16 15:49:21 UTC,2021-12-16 16:06:29 UTC,jon0003@auburn.edu,12/16/21,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,37.17858158,-87.68352494,POINT (-87.6835249364376 37.17858158413562),,Dawson Springs,42408,US,198 Baxter Ave Dawson Springs Hopkins County KY 42408 US,,no,,residental,1,,1990,200,isolated,recessed,3.5,0,3.5,n,20.07,11.56,,,0.2,,gable,,30,,wooden_light_frame,2,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,2,,wood_frame,Slab-on-grade,un,3,,un,1,,un,1,,brick_veneer,3,,un,no,yes,3,yes,3,yes,3,yes,3,plywood,plywood,plywood,plywood,3,,no,no,no,no,no,no,no,no,NA,regular,,wooden_rafters,2,,metal_straps,2,,plywood,2,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,45.08376283,minor,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-16 17:07:03 UTC,2021-12-16 17:12:05 UTC,jon0003@auburn.edu,12/16/21,yes,no,no,no,yes,no,no,no,no,no,no,no,37.37288882,-87.21984342,POINT (-87.21984341740608 37.37288882367604),,Bremen,42325,US,44 Perry Ln Bremen Muhlenberg County KY 42325 US,,no,,residental,1,,1990,220,isolated,recessed,3.5,0,3.5,n,22.78,9.91,,,0.2,,gable,,30,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,3,,un,unreinforced masonry stem wall,masonry_stem_wall,3,,concrete_nails,2,,un,1,,un,1,,un,no,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,un,1,,un,1,,un,1,,un,1,,un,0,,,,,,,,,no,NA,1,,erosion,no,no,no,no,no,no,no,no,13.27038513,destroyed,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-16 17:16:02 UTC,2021-12-16 17:17:47 UTC,jon0003@auburn.edu,12/16/21,yes,no,no,no,yes,no,no,no,no,bo,no,no,37.37290001,-87.21920639,POINT (-87.21920639276505 37.37290001434777),,Bremen,42325,US,64 Perry Ln Bremen Muhlenberg County KY 42325 US,,no,"Storage,Low-hazard storage",residental,1,,1990,282,isolated,recessed,3.5,0,3.5,n,7.12,9.86,,,0.2,,gable,,30,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,3,,un,Slab-on-grade,masonry_stem_wall,2,,concrete_nails,1,,un,1,,un,1,,un,no,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,un,1,,un,1,,un,1,,un,1,,un,0,,,,,,,,,no,NA,1,,erosion,no,no,no,no,no,no,no,no,13.25825086,destroyed,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-16 17:22:57 UTC,2021-12-16 18:00:43 UTC,jon0003@auburn.edu,12/16/21,yes,no,no,no,yes,no,no,no,no,no,no,no,37.37260719,-87.21981492,POINT (-87.2198149189353 37.37260719122118),,Bremen,42325,US,44 Perry Ln Bremen Muhlenberg County KY 42325 US,,no,,residental,1,,1990,105,isolated,recessed,3.5,0,3.5,n,12.58,12.47,,,0.2,,gable,,30,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,1,,un,Slab-on-grade,concrete_un,3,,un,1,,un,1,,un,1,,un,no,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,un,1,,un,1,,un,1,,un,1,,un,0,,,,,,,,,no,NA,1,,erosion,no,no,no,no,no,no,no,no,13.23937614,destroyed,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-16 18:01:10 UTC,2021-12-16 18:04:03 UTC,jon0003@auburn.edu,12/16/21,yes,no,no,no,no,no,no,no,no,no,no,no,37.37147639,-87.22060785,POINT (-87.22060784697533 37.37147638763458),,Bremen,42325,US,529 Bremen Mill Rd Bremen Muhlenberg County KY 42325 US,,no,,residental,1,,1990,167,isolated,recessed,3.5,0,3.5,e,20.92,9.14,,,0.2,,gable,,30,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,un,3,,un,unreinforced masonry stem wall,masonry_stem_wall,3,,un,1,,un,1,,un,1,,un,no,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,un,1,,un,1,,un,1,,un,1,,un,0,,,,,,,,,no,NA,1,,erosion,no,no,no,no,no,no,no,no,13.13443671,destroyed,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-16 18:05:18 UTC,2021-12-16 18:08:13 UTC,jon0003@auburn.edu,12/16/21,yes,no,no,no,yes,no,no,yes,no,no,no,no,37.37260986,-87.22095788,POINT (-87.22095787525177 37.37260985567697),,Bremen,42325,US,675 Bremen Mill Rd Bremen Muhlenberg County KY 42325 US,,no,,residental,1,,1990,100,isolated,recessed,3.5,0,3.5,e,37.04,7.91,,,0.2,,gable,,30,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,1,,un,unreinforced masonry stem wall,masonry_stem_wall,3,Anchor bolts with nuts and washers,anchor_bolts,3,,un,1,,un,1,,un,no,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,un,1,,un,1,,un,1,,un,1,,un,0,,,,,,,,,no,NA,1,,erosion,no,no,no,no,no,no,no,no,13.26420814,destroyed,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-16 18:15:54 UTC,2021-12-16 18:23:03 UTC,jon0003@auburn.edu,12/16/21,yes,yes,yes,no,no,no,no,no,no,no,no,no,37.37054008,-87.21922316,POINT (-87.21922315657139 37.370540077891135),,Bremen,42325,US,470 Bremen Mill Rd Bremen Muhlenberg County KY 42325 US,,no,,residental,1,,1990,307,isolated,recessed,3.5,0,3.5,w,25.18,20.75,,,0.21,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,3,single_leaf,3,,wood_frame,,un,3,,un,1,,wooden_sheathing_cont,3,,brick_veneer,3,,vinyl,yes,no,3,no,3,no,3,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,wooden_un,3,,un,1,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,yes,no,no,yes,no,no,no,no,13.00368971,moderate,2,yes,,,,,,,,,,,,
David Roueche,2021-12-16 17:16:27 UTC,2021-12-16 17:30:27 UTC,dbr0011@auburn.edu,12/16/21,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,37.37317898,-87.2191903,POINT (-87.21919029951096 37.37317898126777),,Bremen,42325,US,44 Perry Lane Bremen Muhlenberg County Kentucky 42325 united States,,no,"Residential,Single family",residental,1,,1990,326,isolated,recessed,3.5,0,3.5,n,255.5,9.84,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,3,single_leaf,3,,wood_frame,,masonry_un,2,,un,1,,wooden_sheathing_cont,3,,brick_veneer,3,,un,yes,no,2,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,wooden_un,3,,un,1,,un,1,,un,1,,un,0,,,,,,,,,no,NA,3,,NA,yes,yes,no,no,no,no,no,no,12.82837285,severe,2,yes,,,,,,,,,,,,
David Roueche,2021-12-16 17:36:09 UTC,2021-12-22 18:34:38 UTC,dbr0011@auburn.edu,12/16/21,yes,no,no,no,no,no,no,no,no,no,no,no,37.37193468,-87.22080231,POINT (-87.2208023071289 37.37193467954958),,Bremen,42325,US,595 Bremen Mill Road Bremen Muhlenberg County Kentucky 42325 united States,,no,"Residential,Single family",residental,1,,1990,125,isolated,recessed,3.5,0,3.5,e,12.27,9.7,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,double_leaf,2,,wood_frame,,masonry_stem_wall,3,,un,1,,wooden_sheathing_cont,3,,vinyl_panel,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,NA,regular,,wooden_trusses,3,,metal_straps,3,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,13.18806101,moderate,2,yes,,,,,,,,,,,,
,,,,,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,36.7419927,-88.6399296,,,Mayfield,42066,US,215 W Broadway Mayfield Graves County Kentucky 42066 united States,RB1,yes,,business,2,,1900,566,row_end,right_on_street,6.6,0,3.3,s,45,12.35,,,0.22,,flat,,0,,masonry_un,1,,wall_diaphragm_wood,roof_diaphragm_wood,no,2,single_leaf,2,,masonry_block_unreinforced,,slab_on_grade,3,,un,1,,wooden_planks,2,,brick,3,,NA,no,no,2,no,2,no,2,no,2,NA,NA,NA,NA,2,,yes,no,no,no,yes,no,no,no,rollup,regular,,concrete_slab,2,,un,1,,dimensional_lumber,2,,asphalt,3,,0,0.2,,,,,,,,,yes,reinforced_masonry,2,,erosion,no,yes,yes,yes,yes,no,yes,yes,13.27038513,destroyed,2,yes,,,,,,,,,,,,
,,,,,yes,yes,yes,yes,no,no,no,no,no,no,no,no,36.7419069,-88.6397789,,,Mayfield,42066,US,213 W Broadway Mayfield Graves County Kentucky 42066 united States,RB2,yes,,business,2,,1900,330,row_middle,right_on_street,6.6,0,3.3,s,33,10,,,0.21,,flat,,0,,masonry_un,1,,wall_diaphragm_wood,roof_diaphragm_wood,no,2,single_leaf,2,,masonry_block_unreinforced,,slab_on_grade,3,,un,1,,wooden_planks,2,,brick,3,,NA,no,no,2,no,2,no,2,no,2,NA,NA,NA,NA,2,,no,no,no,no,no,no,no,no,NA,regular,,concrete_slab,2,,un,1,,dimensional_lumber,2,,asphalt,3,,0,0.3,,,,,,,,,yes,reinforced_masonry,2,,erosion,no,yes,yes,yes,no,no,yes,yes,13.25825086,destroyed,2,yes,,,,,,,,,,,,
,,,,,yes,yes,yes,yes,no,no,no,no,no,no,no,no,36.7419069,-88.6397789,,,Mayfield,42066,US,213 W Broadway Mayfield Graves County Kentucky 42066 united States,RB3,yes,,business,3,,1900,330,row_end,right_on_street,6.6,0,3.3,s,33,10,,,0.2,,flat,,0,,masonry_un,1,,wall_diaphragm_wood,roof_diaphragm_wood,no,3,single_leaf,3,,masonry_block_unreinforced,,slab_on_grade,3,,un,1,,wooden_planks,2,,brick,3,,NA,no,no,2,no,2,no,2,no,2,NA,NA,NA,NA,2,,no,no,no,no,no,no,no,no,NA,regular,,concrete_slab,2,,un,1,,dimensional_lumber,2,,asphalt,3,,0,0.3,,,,,,,,,yes,reinforced_masonry,2,,erosion,no,yes,yes,yes,no,no,yes,yes,13.23937614,destroyed,2,no,,,,,,,,,,,,
